Start,End,Open,High,Low,Close,Volume,Market Cap
2025-02-03,2025-02-04,0.000015982786863497784,0.00001716714608523033,0.00001435933733786796,0.000016977744925817513,9.510702555508377,0
2025-02-02,2025-02-03,0.00001802586247628774,0.00001802586247628774,0.000015551102024701798,0.000016052633768475103,2.7079923509151045,0
2025-02-01,2025-02-02,0.000018324981655357187,0.000018527252429645387,0.000017924889110889757,0.00001802586247628774,0.042283994004524365,0
2025-01-31,2025-02-01,0.000018921889676876136,0.0000191100390077117,0.000018085795047643067,0.000018331203961165,9.670618877596594,0
2025-01-30,2025-01-31,0.00001824373382310334,0.000019351902241894563,0.000018121611538588792,0.000019009099072763906,19.023716027874578,0
2025-01-29,2025-01-30,0.000018112751028844206,0.000018972946708269464,0.000017809413292284776,0.000018172772792977486,45.741387108013924,0
2025-01-28,2025-01-29,0.000018726731047963813,0.000019404831337874503,0.00001795042553437604,0.00001812539713734465,52.00249834472365,0
2025-01-27,2025-01-28,0.000019489718816762148,0.000019597376681180123,0.00001766320893407422,0.000018729946264774704,176.74021289198632,0
2025-01-26,2025-01-27,0.00002085584809209159,0.000021158357610261356,0.00001956833817352236,0.00001956833817352236,68.53135686370783,0
2025-01-25,2025-01-26,0.000021597934926812936,0.000021597934926812936,0.000020341403507766826,0.000020928305864873455,102.66356825643787,0
2025-01-24,2025-01-25,0.000022991710489946577,0.000023537541741548528,0.00002113934352113574,0.000021597934926812936,115.11167526132431,0
2025-01-23,2025-01-24,0.000024449183140388088,0.000024449183140388088,0.000022183552944625096,0.000022990719863505917,79.29340174216028,0
2025-01-22,2025-01-23,0.000023602093665987888,0.000025637861650210534,0.000023524406095931127,0.000024293882463932917,10.376099636790135,0
2025-01-21,2025-01-22,0.00002381097705192452,0.00002457521303447728,0.000021947069262981074,0.00002364662792282667,555.8886558382376,0
2025-01-20,2025-01-21,0.00002417695808780263,0.000026513986756672864,0.00002275086252306003,0.000023846405088369724,265.350199651568,0
2025-01-19,2025-01-20,0.000018177192910049936,0.00002934251374841595,0.000018177192910049936,0.000024431494534163356,38.045226316429996,0
2025-01-18,2025-01-19,0.000018177192910049936,0.000018177192910049936,0.000018177192910049936,0.000018177192910049936,0.441367244349852,0
2025-01-17,2025-01-18,0.000018177192910049936,0.000018177192910049936,0.000018177192910049936,0.000018177192910049936,0.441367244349852,0
2025-01-16,2025-01-17,0.000018177192910049936,0.000018177192910049936,0.000018177192910049936,0.000018177192910049936,0.441367244349852,0
2025-01-15,2025-01-16,0.000018177192910049936,0.000018177192910049936,0.000018177192910049936,0.000018177192910049936,0.441367244349852,0
2025-01-14,2025-01-15,0.000018177192910049936,0.000018177192910049936,0.000018177192910049936,0.000018177192910049936,0.441367244349852,0
2025-01-13,2025-01-14,0.000020753084368656344,0.000020753084368656344,0.000017143207452352383,0.000018182675078254758,0.7689079163327498,0
2025-01-12,2025-01-13,0.000020753084368656344,0.000020753084368656344,0.000020753084368656344,0.000020753084368656344,4.280448869141217,0
2025-01-11,2025-01-12,0.000020753084368656344,0.000020753084368656344,0.000020753084368656344,0.000020753084368656344,4.280448869141217,0
2025-01-10,2025-01-11,0.000020753084368656344,0.000020753084368656344,0.000020753084368656344,0.000020753084368656344,4.280448869141217,0
2025-01-09,2025-01-10,0.000020671183442847202,0.00002079047830016445,0.00002060655151365978,0.000020753084368656344,4.279605774335869,0
2025-01-08,2025-01-09,0.000021598916495588028,0.000021598916495588028,0.000020201525726936938,0.00002072399885644933,78.73260586789652,0
