Start,End,Open,High,Low,Close,Volume,Market Cap
2025-02-03,2025-02-04,1.250102283343824,1.4605569605116835,1.0133725397290767,1.4227677754675556,2454886079.714286,1782699837.2508712
2025-02-02,2025-02-03,1.366425519509927,1.4050167497509345,1.2124638815407298,1.2582356628518063,913203137.9442508,1833482625.651568
2025-02-01,2025-02-02,1.5006780911999855,1.512789054395053,1.351891592142453,1.3646292551347032,756317238.6097561,2018833555.3135889
2025-01-31,2025-02-01,1.5975841166726836,1.6147922011513285,1.4918808051794092,1.5068963036601488,985853749.1707317,2163928263.477352
2025-01-30,2025-01-31,1.5005026345693,1.6592440487249351,1.4672667734677962,1.589926220328382,1631868834.0766551,2213619105.1672473
2025-01-29,2025-01-30,1.3442443372495705,1.5599614769504804,1.3385304636177215,1.4843889811058142,1118740251.6236935,1988425179.2299652
2025-01-28,2025-01-29,1.3637867698498771,1.4508600334245914,1.3201906985936434,1.3529374467345416,908082660.6132404,1897583126.7003484
2025-01-27,2025-01-28,1.4009408424179033,1.4095151861516912,1.2854549366343722,1.3467796539236558,989296841.2473868,1847929265.7212543
2025-01-26,2025-01-27,1.4481763392350464,1.5110843137446945,1.395273748987433,1.395273748987433,900415515.4878049,2023179688.8327527
2025-01-25,2025-01-26,1.4238175219620892,1.5031901023331384,1.3920832374131822,1.4534439451743448,1260287792.968641,2022616077.6794424
2025-01-24,2025-01-25,1.359181479261227,1.541960669221114,1.316830561060216,1.4161070519892975,1476921780.6167247,2002550296.2508712
2025-01-23,2025-01-24,1.2894801826929423,1.4112066787454491,1.2616336210729102,1.3628933115909945,767506186.0905924,1832833901.7108014
2025-01-22,2025-01-23,1.3713100715691307,1.3722284976593873,1.2950212759874382,1.2973700294821293,821230696.7665505,1846594518.9442508
2025-01-21,2025-01-22,1.2848993516780667,1.4292468475263986,1.2634007016465483,1.3733154385269843,1362706593.533101,1859822326.707317
2025-01-20,2025-01-21,1.374668076656164,1.5041866479558232,1.2842369209264242,1.3025835217046842,2410950439.881533,1913588817.4599304
2025-01-19,2025-01-20,1.2923461900331779,1.5569762105240328,1.2884263905490145,1.389879784484031,2366630040.97561,1966847228.609756
2025-01-18,2025-01-19,1.3707395310812538,1.4718112498801919,1.1928307709476407,1.3093765489784421,1873862694.142857,1810781735.968641
2025-01-17,2025-01-18,1.2287268210746434,1.3184772566677103,1.2177155101691484,1.3139939406942323,690439867.5958188,1745655231.7108014
2025-01-16,2025-01-17,1.2850886138522981,1.2850886138522981,1.2019485096357632,1.2163702927204487,621699455.9372822,1723955558.1672473
2025-01-15,2025-01-16,1.1870582644871743,1.297193010024171,1.143745067325248,1.297193010024171,519575071.8850174,1662983304.7630663
2025-01-14,2025-01-15,1.2148883389544582,1.2237379878866135,1.179543890906828,1.1970149808237014,754129396.1602788,1664131980.878049
2025-01-13,2025-01-14,1.2147589140309236,1.2524688193369542,1.1032419939817295,1.2323575333672043,535675897.902439,1632588211.1254356
2025-01-12,2025-01-13,1.2742787199917724,1.2742787199917724,1.20440483371279,1.214753575485162,243108712.82229966,1731069817.9268293
2025-01-11,2025-01-12,1.2790686480102769,1.3139069970429593,1.247474368575628,1.280387521035906,417935080.9930314,1757219022.379791
2025-01-10,2025-01-11,1.221083391845415,1.3571786793156173,1.221083391845415,1.2762263987116853,571581163.2787457,1775190038.3414633
2025-01-09,2025-01-10,1.3107829751327773,1.320885769660246,1.2073527330545875,1.220344710358979,634691050.7038327,1742000028.4599304
2025-01-08,2025-01-09,1.3722831364141133,1.391169449786107,1.2020405190565808,1.3198495205879746,621929314.0731708,1821827576.0034842
2025-01-07,2025-01-08,1.516021347645934,1.545051831873204,1.369746333714507,1.3771861449132394,476651416.9581882,2055781039.466899
2025-01-06,2025-01-07,1.548683300698861,1.593922164070901,1.4992314528138428,1.523738543913478,388214598.2097902,2129949465.1538463
2025-01-05,2025-01-06,1.5727887693924385,1.5791140763965636,1.5164378447378601,1.5468479824408747,374226014.0243902,2152003973.731707
2025-01-04,2025-01-05,1.6008100627887034,1.6403297443250136,1.5681062027659125,1.5813596422568024,582989376.8327526,2213781914.404181
2025-01-03,2025-01-04,1.446585874998971,1.6159222951472993,1.4231871293472256,1.596340069233363,497772274.445993,2087671355.3937283
2025-01-02,2025-01-03,1.4553691176588397,1.525832774247964,1.427691406859207,1.4502920443007723,524372025.8327526,2043882862.7804878
2025-01-01,2025-01-02,1.3482062794982987,1.4763386534393603,1.320368197275825,1.4660590318947588,363213137.82578397,1901415866.2891986
2024-12-31,2025-01-01,1.3611949892136475,1.4293936675568586,1.3164370513761798,1.3493744820040845,498648596.0592334,1893392574.2195122
2024-12-30,2024-12-31,1.3884649085020788,1.43047565158538,1.3308297965705544,1.3665437178833328,403276381.4041812,1915943934.9198606
2024-12-29,2024-12-30,1.4888470826585192,1.4911534650281302,1.3885547571539147,1.3980832502996474,445159516.369338,2008940774.8745644
2024-12-28,2024-12-29,1.444956490254158,1.5402697509001135,1.3679276828022906,1.5053513066323032,561553993.7317073,2016007056.6027875
2024-12-27,2024-12-28,1.4671371270123812,1.5358589199106505,1.435444400104519,1.445875389653626,677978091.9303136,2060922148.0139372
2024-12-26,2024-12-27,1.6270218250802462,1.6328727003765027,1.448286154413237,1.4587491621337372,588722384.261324,2088568032.348432
2024-12-25,2024-12-26,1.709504144039705,1.7114578842348231,1.614814040687643,1.62130570573587,547056185.2042253,2301005778.471831
2024-12-24,2024-12-25,1.6803400798254533,1.7386711976138727,1.617529611055456,1.7259302722772352,755162863.4076655,2329500784.264808
2024-12-23,2024-12-24,1.653132766482017,1.73794825259187,1.5634609899025098,1.6864752132185938,780968238.0139372,2273500109.080139
2024-12-22,2024-12-23,1.67896578495223,1.7319522582375946,1.6017053584687986,1.632407457869958,900791095.1358885,2312171796.383275
2024-12-21,2024-12-22,1.8240187513937243,1.9324085528840016,1.667460726681629,1.6976073306527046,1528250837.8850174,2493527181.456446
2024-12-20,2024-12-21,1.7406100658766333,1.8459927071533466,1.5057625982341662,1.8188897763158784,1629178973.1080139,2390932985.571429
2024-12-19,2024-12-20,1.8225439320584729,1.9516116615092136,1.7039238938770946,1.7747544916252649,1556848728.7456446,2571828264.5609756
2024-12-18,2024-12-19,1.9286368141941228,2.025634634757864,1.8132615509818766,1.817165561063721,1059629378.2648084,2705387173.3205576
2024-12-17,2024-12-18,2.011962737854673,2.04937226903386,1.8977982155832915,1.9328600648160452,1155763653.1567943,2742836009.1881533
2024-12-16,2024-12-17,2.0724859699224027,2.133680487272191,1.9878934389143386,2.0218631244815506,2102628728.9651568,2844423284.4216027
2024-12-15,2024-12-16,1.886136254985701,2.071763349996388,1.7789151007769528,2.0439265962403197,865101028.5017421,2572571465.7003484
2024-12-14,2024-12-15,1.9536818502138742,1.9966148378524404,1.8063763003317368,1.8916149286734116,1263191862.6132405,2622294016.0731707
2024-12-13,2024-12-14,1.7639476843095208,1.9756459773836257,1.7639476843095208,1.9497165967100114,1381030015.84669,2621263493.4599304
2024-12-12,2024-12-13,1.7631663147878172,1.9177211962623115,1.7398236480875482,1.7551988942158414,1399191901.292683,2535735949.020906
2024-12-11,2024-12-12,1.70562949873411,1.8330147584641925,1.6141870631673807,1.7759222883245456,1775888749.010453,2393437143.574913
2024-12-10,2024-12-11,1.4947768071164578,1.7363546914737213,1.4073291467544249,1.7279448612465937,1737909795.9163764,2191685629.898955
2024-12-09,2024-12-10,1.6866052644846448,1.6866052644846448,1.392118477803507,1.52617671943593,709137432.7804878,2207307799.3310103
2024-12-08,2024-12-09,1.684870248852636,1.749260356781611,1.6618341202384956,1.6976394319813357,498495430.5993031,2356803241.062718
2024-12-07,2024-12-08,1.7523620879774062,1.760695677211842,1.6734215874839558,1.68943476940967,677277858.4181185,2373636213.0522647
2024-12-06,2024-12-07,1.668521104366048,1.7762204456570887,1.6207183114241943,1.7656492070731986,1081848310.7237763,2354116809.8706293
2024-12-05,2024-12-06,1.7344153940807625,1.8260545704919107,1.6517425601201288,1.6838316433584326,1847657930.7167833,2420465479.13986
2024-12-04,2024-12-05,1.6759548580496944,1.9201912051627048,1.6499035437914176,1.7381902899752706,2808717227.4425087,2487565339.7909408
2024-12-03,2024-12-04,1.4401573540018235,1.79870678214475,1.416907880083728,1.649478850995696,2827311620.919861,2307230572.066202
2024-12-02,2024-12-03,1.2681451303444968,1.4831012009088949,1.1583204605339708,1.4702723563962639,578617501.8188154,1723554582.3066201
2024-12-01,2024-12-02,1.2362799320301812,1.2951071022168634,1.2244688050696688,1.2742326466694187,570265317.7491289,1731009132.7108014
